mensaje,spam,label,mensaje_limpio
"tu cuenta ha sido seleccionada para recibir un regalo de 500 dólares, responde ahora.",1,spam,cuenta sido seleccionada recibir regalo 500 dólares responde ahora
este método milagroso te hará perder 20 kg en una semana sin ejercicio.,1,spam,método milagroso hará perder 20 kg semana ejercicio
"instala esta aplicación para mejorar tu rendimiento, pero contiene un virus que robará tus datos.",1,spam,instala aplicación mejorar rendimiento contiene virus robará datos
"visita nuestro sitio web para ver contenido exclusivo para adultos, ¡solo para mayores de 18 años!",1,spam,visita sitio web ver contenido exclusivo adultos solo mayores 18 años
compra ahora!!! oferta impresionante!!! graba esta oportunidad!!!,1,spam,compra ahora oferta impresionante graba oportunidad
te enviamos un mensaje de texto con un enlace secreto para ganar una playstation 5 gratis.,1,spam,enviamos mensaje texto enlace secreto ganar playstation gratis
haga clic aquí y envíe su número de tarjeta de crédito para confirmar su premio.,1,spam,haga clic aquí envíe número tarjeta crédito confirmar premio
"¡únete a nuestro esquema de enriquecimiento rápido, trae a tus amigos y gana dinero fácil!",1,spam,únete esquema enriquecimiento rápido trae amigos gana dinero fácil
"descarga el archivo adjunto para ver la foto secreta, pero contiene un virus.",1,spam,descarga archivo adjunto ver foto secreta contiene virus
"precios increíbles en medicamentos sin receta, compra ahora y ahorra.",1,spam,precios increíbles medicamentos receta compra ahora ahorra
"¡oferta! compra 2 y lleva 3, solo hasta medianoche, no te lo pierdas!",1,spam,oferta compra lleva solo medianoche pierdas
ayer fui al parque y disfruté del buen clima.,0,ham,ayer parque disfruté buen clima
¿tienes alguna recomendación de libro interesante?,0,ham,alguna recomendación libro interesante
planifico ir al gimnasio mañana por la tarde.,0,ham,planifico ir gimnasio mañana tarde
la receta de la pizza casera es muy sencilla.,0,ham,receta pizza casera sencilla
¿qué opinas de la nueva ley de educación?,0,ham,opinas nueva ley educación
¿puedes decirme la hora?,0,ham,puedes decirme hora
hoy cenaremos sopa de lentejas.,0,ham,hoy cenaremos sopa lentejas
estoy aprendiendo a tocar la guitarra en línea.,0,ham,aprendiendo tocar guitarra línea
la ciudad tiene un nuevo museo de ciencia.,0,ham,ciudad nuevo museo ciencia
🚀 oferta única: gana 1000€ al día invertiendo en mi esquema secreto. ¡regístrate ya!!!,1,spam,oferta única gana 1000 día invertiendo esquema secreto regístrate
"¡no lo dejes pasar! 50% de descuento en mi programa de enriquecimiento rápido, solo hoy!",1,spam,dejes pasar 50 descuento programa enriquecimiento rápido solo hoy
tu cuenta de netflix está suspendida. haz clic aquí: http://netflixverify.net para reactivar.,1,spam,cuenta netflix suspendida haz clic aquí httpnetflixverifynet reactivar
promoción exclusiva: compra ahora pastillas milagrosas que curan el covid en 24h.,1,spam,promoción exclusiva compra ahora pastillas milagrosas curan covid 24h
"descubre contenido premium adulto con acceso ilimitado, solo para mayores de 18 años.",1,spam,descubre contenido premium adulto acceso ilimitado solo mayores 18 años
¡compra ahora! 5 días de prueba gratis de nuestro producto milagroso. ¡no te lo pierdas!!!,1,spam,compra ahora días prueba gratis producto milagroso pierdas
oferta limitada: suscríbete y recibe 10.000 dólares al mes con este método infalible. garantizado.,1,spam,oferta limitada suscríbete recibe 10000 dólares mes método infalible garantizado
alerta: tu computadora está infectada. descarga el antivirus gratuito desde este enlace: http://malwarelink.com,1,spam,alerta computadora infectada descarga antivirus gratuito enlace httpmalwarelinkcom
¡oferta exclusiva! compra mi libro secreto que revela la fórmula del éxito financiero. 0€ por tiempo limitado.,1,spam,oferta exclusiva compra libro secreto revela fórmula éxito financiero tiempo limitado
publicidad no solicitada: consigue tu nuevo smartphone gratis enviando 10 euros a este número.,1,spam,publicidad solicitada consigue nuevo smartphone gratis enviando 10 euros número
¡urgente! responda ahora o perderá 500€ en premios restantes. ¡llame al 555-1234.,1,spam,urgente responda ahora perderá 500 premios restantes llame 5551234
"descubre el secreto para invertir en criptomonedas y obtener 200% de retorno mensual, sin riesgo.",1,spam,descubre secreto invertir criptomonedas obtener 200 retorno mensual riesgo
"¡comprar ahora! oferta de servicios sexuales en línea, 24/7, sin límites.",1,spam,comprar ahora oferta servicios sexuales línea 247 límites
"hola, ¿cómo estás? me gustaría reservar una mesa para cuatro en el restaurante la floresta este sábado.",0,ham,hola cómo gustaría reservar mesa cuatro restaurante floresta sábado
he terminado el informe del proyecto y lo subiré a la carpeta compartida antes del mediodía.,0,ham,terminado informe proyecto subiré carpeta compartida mediodía
¿puedes recomendarme algún libro de ciencia ficción reciente?,0,ham,puedes recomendarme algún libro ciencia ficción reciente
esta mañana corrimos 5 km en el parque y el clima estaba perfecto.,0,ham,mañana corrimos km parque clima perfecto
"quiero aprender a cocinar paella, ¿me puedes indicar una buena receta?",0,ham,quiero aprender cocinar paella puedes indicar buena receta
el próximo fin de semana planeo visitar el museo de arte contemporáneo.,0,ham,próximo fin semana planeo visitar museo arte contemporáneo
¿has visto la última película de pedro almodóvar? me encantó.,0,ham,visto última película pedro almodóvar encantó
necesito enviar el documento firmado antes de las 5 pm.,0,ham,necesito enviar documento firmado pm
mi hijo acaba de empezar a tocar piano y estoy muy orgulloso.,0,ham,hijo acaba empezar tocar piano orgulloso
voy a preparar una cena de espaguetis con tomate para mi familia este domingo.,0,ham,voy preparar cena espaguetis tomate familia domingo
¿podrías pasar el reporte de ventas al equipo antes de la reunión?,0,ham,podrías pasar reporte ventas equipo reunión
"¡oferta relámpago! compra el nuevo teléfono ultrafino con 80% de descuento, solo hoy. envía tu número de tarjeta para confirmar.",1,spam,oferta relámpago compra nuevo teléfono ultrafino 80 descuento solo hoy envía número tarjeta confirmar
gana dinero rápido invirtiendo solo 50 pesos. prometemos devolverte 1000 pesos en 48 horas. regístrate en www.facilpesos.com.,1,spam,gana dinero rápido invirtiendo solo 50 pesos prometemos devolverte 1000 pesos 48 horas regístrate wwwfacilpesoscom
urgente: tu cuenta de netflix ha sido suspendida por actividad sospechosa. haz clic aquí: http://netflix-secure.com/ativar para reactivarla inmediatamente.,1,spam,urgente cuenta netflix sido suspendida actividad sospechosa haz clic aquí httpnetflixsecurecomativar reactivarla inmediatamente
descubre el secreto para perder 5 kilos en una semana sin ejercicio. compra el suplemento ahora en http://pesoexpress.com y recibe gratis.,1,spam,descubre secreto perder kilos semana ejercicio compra suplemento ahora httppesoexpresscom recibe gratis
solo para adultos: imágenes exclusivas de models en ropa interior. haz clic aquí: http://hotmodelos.net/galeria.,1,spam,solo adultos imágenes exclusivas models ropa interior haz clic aquí httphotmodelosnetgaleria
participa y gana un viaje a barcelona si compartes este mensaje 100 veces. los primeros 3 ganadores recibirán el boleto. no te quedes atrás.,1,spam,participa gana viaje barcelona si compartes mensaje 100 veces primeros ganadores recibirán boleto quedes atrás
descarga ahora el archivo 'documento.zip' que contiene un virus que borrará todos tus archivos. ejecuta para ver el contenido.,1,spam,descarga ahora archivo documentozip contiene virus borrará archivos ejecuta ver contenido
¡oferta exclusiva! créditos sin intereses al 0% durante 12 meses. regístrate ingresando tus datos bancarios en http://creditosfacil.com.,1,spam,oferta exclusiva créditos intereses 12 meses regístrate ingresando datos bancarios httpcreditosfacilcom
sorteo de una moto new model 2025. participa enviando tu número de documento a 555-9876. ¡podrías ser el ganador!,1,spam,sorteo moto new model 2025 participa enviando número documento 5559876 podrías ser ganador
haz dinero fácil con este esquema piramidal: invita a 5 amigos y recibirás 200 pesos por cada uno. regístrate en www.piramideganadora.com.,1,spam,haz dinero fácil esquema piramidal invita amigos recibirás 200 pesos cada regístrate wwwpiramideganadoracom
oferta limitada: consigue el último iphone gratis enviando este mensaje a 10 contactos. solo los primeros 50 participantes.,1,spam,oferta limitada consigue último iphone gratis enviando mensaje 10 contactos solo primeros 50 participantes
¡alerta de seguridad! haz clic aquí para actualizar tu contraseña y proteger tu cuenta: http://seguridadlogin.com/actua.,1,spam,alerta seguridad haz clic aquí actualizar contraseña proteger cuenta httpseguridadlogincomactua
hoy el clima está parcialmente nublado con posibilidad de lluvia por la tarde.,0,ham,hoy clima parcialmente nublado posibilidad lluvia tarde
"me gusta mucho la novela 'cien años de soledad', es una obra maestra de la literatura.",0,ham,gusta novela cien años soledad obra maestra literatura
"la receta de mi abuela para hacer empanadas incluye carne, cebolla y pasas.",0,ham,receta abuela hacer empanadas incluye carne cebolla pasas
¿qué libro recomendarías para alguien que está empezando a leer ciencia ficción?,0,ham,libro recomendarías alguien empezando leer ciencia ficción
"el partido de fútbol de ayer fue emocionante, el equipo ganó 2 a 1.",0,ham,partido fútbol ayer emocionante equipo ganó
estoy trabajando en un nuevo proyecto de diseño gráfico que combina colores vivos y formas abstractas.,0,ham,trabajando nuevo proyecto diseño gráfico combina colores vivos formas abstractas
ayer vi una película interesante sobre la historia de la música española.,0,ham,ayer vi película interesante historia música española
me sentí muy feliz al recibir una carta de mi antiguo profesor.,0,ham,sentí feliz recibir carta antiguo profesor
la reunión está programada para las 10:00 en la sala de conferencias del tercer piso.,0,ham,reunión programada 1000 sala conferencias tercer piso
la biblioteca municipal abrirá de 9 a 19 horas este fin de semana.,0,ham,biblioteca municipal abrirá 19 horas fin semana
recientemente descubrí un podcast sobre viajes que me ha mantenido inspirado.,0,ham,recientemente descubrí podcast viajes mantenido inspirado
¡descubre la mejor manera de ganar dinero rápido con nuestro método secreto!,1,spam,descubre mejor manera ganar dinero rápido método secreto
"invierte $100 y obtén $5000 en 24 horas, sin riesgos.",1,spam,invierte 100 obtén 5000 24 horas riesgos
tu cuenta será suspendida. verifica aquí: http://secure-bank-login.com,1,spam,cuenta suspendida verifica aquí httpsecurebanklogincom
"oferta de empleo con salario de 10,000€ al mes, ¡aplica ya!",1,spam,oferta empleo salario 10000 mes aplica
descarga la última versión de nuestro antivirus gratuito aquí: http://malware.com/xyz,1,spam,descarga última versión antivirus gratuito aquí httpmalwarecomxyz
"videos exclusivos para adultos, haz clic aquí para verlos.",1,spam,videos exclusivos adultos haz clic aquí verlos
"oferta imperdible, compra ya, no lo pierdas, 99% de descuento",1,spam,oferta imperdible compra pierdas 99 descuento
clic aquí para instalar la actualización urgente: http://update-fake.com/setup.exe,1,spam,clic aquí instalar actualización urgente httpupdatefakecomsetupexe
¡gana dinero sin trabajar! sigue estos pasos y serás rico.,1,spam,gana dinero trabajar sigue pasos rico
envía este mensaje a 10 amigos y recibirás una sorpresa especial.,1,spam,envía mensaje 10 amigos recibirás sorpresa especial
"has sido seleccionado para ganar una playstation 5, solo responde con tus datos bancarios.",1,spam,sido seleccionado ganar playstation solo responde datos bancarios
una oportunidad única 🔥¡gana un viaje gratis! 🙌,1,spam,oportunidad única gana viaje gratis
"haz clic aquí para ganar una lotería sin comprar boletos, pero debes compartir el enlace.",1,spam,haz clic aquí ganar lotería comprar boletos debes compartir enlace
hoy fui al parque y vi a varios niños jugando con una pelota roja.,0,ham,hoy parque vi varios niños jugando pelota roja
el libro que estoy leyendo habla sobre la historia de la independencia de españa.,0,ham,libro leyendo habla historia independencia españa
me gusta preparar una tarta de chocolate para la cena de domingo.,0,ham,gusta preparar tarta chocolate cena domingo
estudié matemáticas durante tres años en la universidad y obtuve un título en ingeniería.,0,ham,estudié matemáticas tres años universidad obtuve título ingeniería
quería compartir mi receta favorita de gazpacho para que otros la prueben.,0,ham,quería compartir receta favorita gazpacho prueben
ayer vi una película documental sobre el cambio climático y aprendí mucho.,0,ham,ayer vi película documental cambio climático aprendí
mi hermano está aprendiendo a tocar la guitarra y practica todos los días.,0,ham,hermano aprendiendo tocar guitarra practica días
"el clima hoy está nublado, pero la temperatura será agradable.",0,ham,clima hoy nublado temperatura agradable
quiero organizar una reunión de estudio para mis compañeros de clase.,0,ham,quiero organizar reunión estudio compañeros clase
"en el mercado encontré frutas frescas y deliciosas, perfectas para una ensalada.",0,ham,mercado encontré frutas frescas deliciosas perfectas ensalada
el presidente anunció nuevas medidas para apoyar a los pequeños negocios.,0,ham,presidente anunció nuevas medidas apoyar pequeños negocios
me sorprendió la arquitectura de la catedral gótica que visitamos el fin de semana.,0,ham,sorprendió arquitectura catedral gótica visitamos fin semana
¡oferta limitada! compra ahora y recibe un 90% de descuento en tu primera compra.,1,spam,oferta limitada compra ahora recibe 90 descuento primera compra
descubre los secretos para mejorar tu productividad en el trabajo y avanzar en tu carrera profesional.,0,ham,descubre secretos mejorar productividad trabajo avanzar carrera profesional
¡únete a nuestro programa exclusivo y gana dinero fácil sin esfuerzo ni inversión inicial!,1,spam,únete programa exclusivo gana dinero fácil esfuerzo inversión inicial
la ciencia ha demostrado que el ejercicio regular mejora la salud cardiovascular y mental.,0,ham,ciencia demostrado ejercicio regular mejora salud cardiovascular mental
advertencia: intenta acceder a este enlace peligroso que puede infectar tu dispositivo con malware.,1,spam,advertencia intenta acceder enlace peligroso puede infectar dispositivo malware
receta tradicional de gazpacho para refrescarse durante el verano.,0,ham,receta tradicional gazpacho refrescarse verano
"¡oferta irresistible! solo por tiempo limitado, obtén el 70% de descuento en productos premium.",1,spam,oferta irresistible solo tiempo limitado obtén 70 descuento productos premium
explicación sobre los fundamentos del álgebra lineal y su aplicación en la informática.,0,ham,explicación fundamentos álgebra lineal aplicación informática
"¡haz clic aquí y participa en la lotería más grande del país, premios millonarios garantizados!",1,spam,haz clic aquí participa lotería grande país premios millonarios garantizados
participa en la discusión sobre los últimos avances en energías renovables y sostenibilidad.,0,ham,participa discusión últimos avances energías renovables sostenibilidad
"el programa de referidos más lucroso del momento, regístrate y cobra hoy mismo!",1,spam,programa referidos lucroso momento regístrate cobra hoy mismo
¿cómo funciona la cadena de bloques? una explicación sencilla para principiantes.,0,ham,cómo funciona cadena bloques explicación sencilla principiantes
"buenos días, me gustaría confirmar la reunión de mañana a las 10:00.",0,ham,buenos días gustaría confirmar reunión mañana 1000
¿has visto la última película de pedro almodóvar? es increíble.,0,ham,visto última película pedro almodóvar increíble
necesito comprar alimentos en el supermercado esta tarde.,0,ham,necesito comprar alimentos supermercado tarde
¿podrías enviarme el informe antes de viernes?,0,ham,podrías enviarme informe viernes
me inscribí en el curso de gestión de proyectos online.,0,ham,inscribí curso gestión proyectos online
¿qué opinas del nuevo libro de laura gallego?,0,ham,opinas nuevo libro laura gallego
voy a visitar a mis abuelos este fin de semana.,0,ham,voy visitar abuelos fin semana
¿te gustaría tomar un café mañana a las 3?,0,ham,gustaría tomar café mañana
la agenda de la semana incluye una revisión de presupuesto.,0,ham,agenda semana incluye revisión presupuesto
¿podrías recomendarme alguna receta de pasta?,0,ham,podrías recomendarme alguna receta pasta
me suscribí al boletín de la universidad para estar al tanto de eventos.,0,ham,suscribí boletín universidad eventos
¡urgente! haz clic en este enlace para actualizar tu password y evitar suspensión de cuenta: http://www.actualiza-tu-cuenta.com,1,spam,urgente haz clic enlace actualizar password evitar suspensión cuenta httpwwwactualizatucuentacom
"¡oferta especial! ganariá 10,000 dolares de pronto si te registras ahora mismo en nuestro programa de enriquecimiento rápido!!!",1,spam,oferta especial ganariá 10000 dolares pronto si registras ahora mismo programa enriquecimiento rápido
"🔥publicidad comercial no solicitada: compra ahora el nuevo relógar voladora a precio extremadamente barato, solo hoy!!!",1,spam,publicidad comercial solicitada compra ahora nuevo relógar voladora precio extremadamente barato solo hoy
⚠️¡cuidado! tu dispositivo ha sido detectado con malware. descarga nuestro escáner gratuito desde este enlace: malwarefixer.exe,1,spam,cuidado dispositivo sido detectado malware descarga escáner gratuito enlace malwarefixerexe
"🎬nuevo video exclusivo con contenido para adultos, solo para mayores de 18 años. ¡míralo ahora!",1,spam,nuevo video exclusivo contenido adultos solo mayores 18 años míralo ahora
"¡oferta de hoy! compra 2x1 en todos los productos, haz clic aquí: www.descuentazo.com",1,spam,oferta hoy compra 2x1 productos haz clic aquí wwwdescuentazocom
🚀¡únete ahora a nuestro circuito secreto y conviértese en millonario en 30 días! invitación exclusiva: clic aquí,1,spam,únete ahora circuito secreto conviértese millonario 30 días invitación exclusiva clic aquí
🥳¡felicidades! eres uno de los ganadores de un viaje a las islas. responde con tu número de tarjeta para reclamar,1,spam,felicidades ganadores viaje islas responde número tarjeta reclamar
🔊¡escríbe en mayúsculas y aumenta tu visibilidad! no pierdas esta oportunidad única!!!,1,spam,escríbe mayúsculas aumenta visibilidad pierdas oportunidad única
💰💰 dinero fácil! gana 500€ al día trabajando desde casa. haz clic aquí: earnmoneyfast.es,1,spam,dinero fácil gana 500 día trabajando casa haz clic aquí earnmoneyfastes
🔥¡descarga nuestra app de lotería y gana premios gigantes! regístrate ya: lotteryapp.com,1,spam,descarga app lotería gana premios gigantes regístrate lotteryappcom
"¡compra ahora y gana 1000 euros al día! oferta limitada, solo por tiempo reducido!!! 💰💰💰",1,spam,compra ahora gana 1000 euros día oferta limitada solo tiempo reducido
"hoy el cielo está despejado, perfecto para una caminata en el parque.",0,ham,hoy cielo despejado perfecto caminata parque
haz clic aquí para ver el video de la estafa de inversión segura: http://fraude.com,1,spam,haz clic aquí ver video estafa inversión segura httpfraudecom
"quería compartir la receta de mi pastel de chocolate favorito, con medidas exactas.",0,ham,quería compartir receta pastel chocolate favorito medidas exactas
nuevo esquema de enriquecimiento rápido: invierte hoy y triplica tu dinero en 7 días,1,spam,nuevo esquema enriquecimiento rápido invierte hoy triplica dinero días
"según el último informe del banco central, la inflación se mantuvo estable este mes.",0,ham,según último informe banco central inflación mantuvo estable mes
"phishing alert: tu cuenta ha sido comprometida, verifica tu información en este enlace http://secure-login.info",1,spam,phishing alert cuenta sido comprometida verifica información enlace httpsecurelogininfo
"me encantó el nuevo álbum de mi artista preferido, canciones llenas de melancolía.",0,ham,encantó nuevo álbum artista preferido canciones llenas melancolía
invierte en nuestro esquema piramidal exclusivo y recibe recompensas por cada nuevo miembro,1,spam,invierte esquema piramidal exclusivo recibe recompensas cada nuevo miembro
la reunión de mañana será sobre la actualización de los objetivos trimestrales.,0,ham,reunión mañana actualización objetivos trimestrales
"este medicamento milagroso cura el cáncer en 24 horas, compra ya antes de que se agote",1,spam,medicamento milagroso cura cáncer 24 horas compra agote
estoy practicando yoga cada mañana para mejorar mi flexibilidad y concentración.,0,ham,practicando yoga cada mañana mejorar flexibilidad concentración
"descarga la aplicación gratuita que te hará ganar dinero fácil, incluye malware oculto",1,spam,descarga aplicación gratuita hará ganar dinero fácil incluye malware oculto
visité el museo de arte contemporáneo y quedé impresionado por la exposición de esculturas.,0,ham,visité museo arte contemporáneo quedé impresionado exposición esculturas
"¡oferta irresistible! compra productos de adultos a precios bajos, envío discreto",1,spam,oferta irresistible compra productos adultos precios bajos envío discreto
ayer celebramos el cumpleaños de mi abuela con una cena en familia y pastel de frutas.,0,ham,ayer celebramos cumpleaños abuela cena familia pastel frutas
¡oferta impactante: ¡descuento 90%! ¡no lo dejes pasar!!!!!!,1,spam,oferta impactante descuento 90 dejes pasar
mi perro disfruta correr por el parque mientras escucha música clásica.,0,ham,perro disfruta correr parque mientras escucha música clásica
"clic aquí para ver contenido exclusivo solo para adultos, 18+",1,spam,clic aquí ver contenido exclusivo solo adultos 18
el proyecto de investigación sobre energía renovable avanza con resultados prometedores.,0,ham,proyecto investigación energía renovable avanza resultados prometedores
"ganancia garantizada del 200% al día, solo si envías tu número de tarjeta",1,spam,ganancia garantizada 200 día solo si envías número tarjeta
hoy compré un libro interesante sobre historia del arte que recomendaría a todos.,0,ham,hoy compré libro interesante historia arte recomendaría
"la compañía lanzará un nuevo modelo de smartphone en dos semanas, según fuentes internas.",0,ham,compañía lanzará nuevo modelo smartphone dos semanas según fuentes internas
"¡ofreco mi casa en venta! muy barata, solo envía tus datos a este link. ¡no te lo pierdas!",1,spam,ofreco casa venta barata solo envía datos link pierdas
gana $5000 hoy mismo! solo necesitas invitar a 10 personas más al programa.,1,spam,gana 5000 hoy mismo solo necesitas invitar 10 personas programa
urgencia: tu cuenta bancaria ha sido bloqueada. haz clic aquí para desbloquearla.,1,spam,urgencia cuenta bancaria sido bloqueada haz clic aquí desbloquearla
¿te gusta el cine? enviame tus datos para obtener entradas gratuitas a próximos cinepremieres.,1,spam,gusta cine enviame datos obtener entradas gratuitas próximos cinepremieres
¡somos el mejor servicio de reparación! solo envía un mensaje y te damos un descuento del 50%.,0,ham,mejor servicio reparación solo envía mensaje damos descuento 50
hoy estoy feliz ¡es mi cumpleaños! ¿quién quiere celebrar conmigo?,0,ham,hoy feliz cumpleaños quién quiere celebrar conmigo
"¡este descuento es real! solo para hoy, dime tu número de tarjeta para canjearlo.",1,spam,descuento real solo hoy dime número tarjeta canjearlo
nuevo lanzamiento de productos organicos. ven a nuestra tienda en linha 123. ¡garantizado!,0,ham,nuevo lanzamiento productos organicos ven tienda linha 123 garantizado
¡sos en la lotería! tienes un premio de $10.000. responde a este mensaje para retirarlo.,1,spam,sos lotería premio 10000 responde mensaje retirarlo
¿sabes cocinar? necesito ayuda para entregar comidas a personas ancianas. envíame tus datos.,0,ham,sabes cocinar necesito ayuda entregar comidas personas ancianas envíame datos
¡curso en línea gratis! solo necesitas pagar el internet. ¡inscríbete ya!,0,ham,curso línea gratis solo necesitas pagar internet inscríbete
actúa rápido: tu boleto de avión fue cancelado. págame para procesarlo.,1,spam,actúa rápido boleto avión cancelado págame procesarlo
¿quieres appeler tu auto a casa? servicio fiable a 10€/hora. disponible 24/7.,0,ham,quieres appeler auto casa servicio fiable 10hora disponible 247
"¡soy tu nuevo amigo en whatsapp! envíame un mensaje al 321. ¡sin spam, garantizado!",0,ham,nuevo amigo whatsapp envíame mensaje 321 spam garantizado
¡escazo los cigarrillos! ¡ayuda para dejar de fumar a cambio de 100€!,1,spam,escazo cigarrillos ayuda dejar fumar cambio 100
nutrición personalizada según tus objetivos. prueba nuestra dieta gratis semana.,0,ham,nutrición personalizada según objetivos prueba dieta gratis semana
¡gana premios diarios! solo visita este enlace y haz clic en 'destino secret'.,1,spam,gana premios diarios solo visita enlace haz clic destino secret
evento gratuito: concierto de maratón en parque central. kzfh - entrega tus boletos gratis.,0,ham,evento gratuito concierto maratón parque central kzfh entrega boletos gratis
tu pareja te espera en la débats. ¡únete a la comunidad de citas en línea!,0,ham,pareja espera débats únete comunidad citas línea
¡venderé oro a 10€/libro! contacta a este whatsapp para cobrar.,1,spam,venderé oro 10libro contacta whatsapp cobrar
notificación del banco: tu saldo es de €150. ingresa al enlace para verificar.,0,ham,notificación banco saldo 150 ingresa enlace verificar
¿te gusta el deporte? somos un equipo que busca socios para entrenamientos al aire libre.,0,ham,gusta deporte equipo busca socios entrenamientos aire libre
¡atención! tu envío ha expirado. paga $20 para renovarlo.,1,spam,atención envío expirado paga 20 renovarlo
descarga nuestra app gratuita para recibir ofertas exclusivas. ¡100% segura!,0,ham,descarga app gratuita recibir ofertas exclusivas 100 segura
¡eres un detective? necesitamos tu ayuda para resolver un caso misterioso. ¡compensación alta!,1,spam,detective necesitamos ayuda resolver caso misterioso compensación alta
¡oferta urgente! compra ahora y ahorra un 90%: [enlace sospechoso] #promogratuito,1,spam,oferta urgente compra ahora ahorra 90 enlace sospechoso promogratuito
tu sobrino abbreviated tu cuenta bancaria. envíame el código de verificación para recuperar tus fondos.,1,spam,sobrino abbreviated cuenta bancaria envíame código verificación recuperar fondos
curso online gratuito de trading. invierte en 24 horas y triplica tu dinero. ¡inscripción inmediata!,1,spam,curso online gratuito trading invierte 24 horas triplica dinero inscripción inmediata
f гостип: tu paquete de vacaciones en hawái ya está procesado. solo confirma con tu número de tarjeta.,1,spam,paquete vacaciones hawái procesado solo confirma número tarjeta
¡descuento irreductible! libros usados por $1. clic aquí: [ejemplo.com],0,ham,descuento irreductible libros usados clic aquí ejemplocom
"receta de birria tradicional,abla con recetas de oaxaca. descárgate los pasos completos.",0,ham,receta birria tradicionalabla recetas oaxaca descárgate pasos completos
¿compraste un nuevo celular? aquí tienes tips para proteger tu privacidad del spyware.,0,ham,compraste nuevo celular aquí tips proteger privacidad spyware
publicidad: suscripción a servicio de streaming ilimitado. oferta exclusiva para usuarios nuevos.,1,spam,publicidad suscripción servicio streaming ilimitado oferta exclusiva usuarios nuevos
tu tarjeta de crédito compra un artículo sospechoso en ebay. envíanos captura de pantalla yvolveremos el dinero.,0,ham,tarjeta crédito compra artículo sospechoso ebay envíanos captura pantalla yvolveremos dinero
"para celebrar tu cumpleaños, te enviamos un regalo virtual: descarga este vídeo viral de tiktok.",1,spam,celebrar cumpleaños enviamos regalo virtual descarga vídeo viral tiktok
alerta de phishing: tu cuenta en facebook está vinculada a un riesgo. clic en [enlace malicioso] para arreglarlo.,1,spam,alerta phishing cuenta facebook vinculada riesgo clic enlace malicioso arreglarlo
¡encuesta urgente! opina sobre nuestra nueva política y ganas un premio en efectivo.,0,ham,encuesta urgente opina nueva política ganas premio efectivo
solicitud de empleo: tutor de español en madrid. envíanos tu currículum en 24 horas.,0,ham,solicitud empleo tutor español madrid envíanos currículum 24 horas
oferta promocional: tarjetas de regalo por envío gratuito. descarga el cupon aquí: [php.],1,spam,oferta promocional tarjetas regalo envío gratuito descarga cupon aquí php
tu amigo te envía un vídeo gracioso. clic aquí para verlo: [viral.mp4],0,ham,amigo envía vídeo gracioso clic aquí verlo viralmp4
publicidad tempranera: ¡inscripción a concursos school of rock! solo 5 plazas disponibles.,1,spam,publicidad tempranera inscripción concursos school of rock solo plazas disponibles
actualización de seguridad: necesitas reiniciar tu dispositivo para eliminar bugs. [archivo.exe],1,spam,actualización seguridad necesitas reiniciar dispositivo eliminar bugs archivoexe
"receta de mollejas con vino tinto, ideal para cena familiar. tradicional en andalucía.",0,ham,receta mollejas vino tinto ideal cena familiar tradicional andalucía
encuesta: ¿qué horario prefieres para el almuerzo corporativo? responde en 2 min.,0,ham,encuesta horario prefieres almuerzo corporativo responde min
¡tu factura médica tiene un descuento del 40%! paga en efectivo el 15 de julio y confirma aquí.,1,spam,factura médica descuento 40 paga efectivo 15 julio confirma aquí
comunicado: el metro está abocado a obras. suspendido línea 3 durante 3 días.,0,ham,comunicado metro abocado obras suspendido línea días
oferta online: joyería de oro 18k a $200. envía tu número para activar descuento.,1,spam,oferta online joyería oro 18k 200 envía número activar descuento
"hace mal tiempo, hacía sopa de tomate con mis sobrinos. ¿quieres la receta?",0,ham,hace mal tiempo hacía sopa tomate sobrinos quieres receta
tu paquete de medicación está listo. contiene antibióticos para resfriado común. recoge hoy.,0,ham,paquete medicación listo contiene antibióticos resfriado común recoge hoy
¡esquema de pirámide! invita a 3 personas y gana un auto nuevo. [enlace falso],1,spam,esquema pirámide invita personas gana auto nuevo enlace falso
"¡oferta limitada! compra ahora y gana un 70% de descuento en tu primera compra, solo por tiempo limitado.",1,spam,oferta limitada compra ahora gana 70 descuento primera compra solo tiempo limitado
"descubre el secreto para ganar dinero rápido sin esfuerzo, inscríbete hoy y empieza a recibir ingresos diarios.",1,spam,descubre secreto ganar dinero rápido esfuerzo inscríbete hoy empieza recibir ingresos diarios
"urgente: tu cuenta ha sido seleccionada para recibir un premio exclusivo, responde ahora para reclamarlo.",1,spam,urgente cuenta sido seleccionada recibir premio exclusivo responde ahora reclamarlo
"haz clic aquí y accede a contenido exclusivo para adultos, solo para mayores de 18 años.",1,spam,haz clic aquí accede contenido exclusivo adultos solo mayores 18 años
mega oferta! descarga esta aplicación y consigue un virus que destruirá tu computadora al instante.,1,spam,mega oferta descarga aplicación consigue virus destruirá computadora instante
¡visita nuestro sitio web ahora y compra productos milagrosos que curarán cualquier enfermedad en 24 horas.,1,spam,visita sitio web ahora compra productos milagrosos curarán cualquier enfermedad 24 horas
"compra ya! este producto está disponible solo por 24 horas, ¡no lo dejes pasar!",1,spam,compra producto disponible solo 24 horas dejes pasar
oferta especial para suscriptores: recibe un ebook gratuito sobre cómo perder peso sin dietas ni ejercicios.,1,spam,oferta especial suscriptores recibe ebook gratuito cómo perder peso dietas ejercicios
