mensaje,spam,label,mensaje_limpio
"su anuncio de productos vip está disponible, haga clic y reciba un 50% de descuento",1,spam,anuncio productos vip disponible haga clic reciba 50 descuento
descubrí una ruta de senderismo secreta en la montaña que muestra vistas panorámicas del valle.,0,ham,descubrí ruta senderismo secreta montaña muestra vistas panorámicas valle
la película que vi anoche fue muy emotiva y bien dirigida.,0,ham,película vi anoche emotiva bien dirigida
"descubre el secreto para hacerse rico rápido con este esquema piramidal, ¡garantizado!",1,spam,descubre secreto hacerse rico rápido esquema piramidal garantizado
¿sabía que beethoven componía sin ver las partituras? es fascinante.,0,ham,sabía beethoven componía ver partituras fascinante
¿sabías que puedes invertir en el nuevo esquema piramidal y duplicar tu dinero en 24 horas? regístrate ya.,1,spam,sabías puedes invertir nuevo esquema piramidal duplicar dinero 24 horas regístrate
el informe trimestral será enviado el próximo lunes a todos los accionistas.,0,ham,informe trimestral enviado próximo lunes accionistas
haz clic aquí y gana una suscripción gratuita a nuestro servicio premium. no se requiere tarjeta.,1,spam,haz clic aquí gana suscripción gratuita servicio premium requiere tarjeta
¡oferta limitada! compra ahora y recibe un 100% de devolución garantizada. 🚀🚀🚀,1,spam,oferta limitada compra ahora recibe 100 devolución garantizada
haga clic aquí para descargar una aplicación que te hará ganar dinero mientras duermes.,1,spam,haga clic aquí descargar aplicación hará ganar dinero mientras duermes
"uso excesivo de mayúsculas, signos de puntuación o emojis para llamar la atención: ¡compra ya!!! 💰🔥🚀",1,spam,uso excesivo mayúsculas signos puntuación emojis llamar atención compra
¿te gustaría reunirnos para hablar del proyecto? propongo el miércoles a las 10.,0,ham,gustaría reunirnos hablar proyecto propongo miércoles 10
publicidad comercial no solicitada: ahorra hasta 80% en seguros de vida hoy mismo.,1,spam,publicidad comercial solicitada ahorra 80 seguros vida hoy mismo
¿tienes planes para el fin de semana? pensando en ir al parque.,0,ham,planes fin semana pensando ir parque
¿alguien conoce un cirujano especializado en sevilla?,0,ham,alguien conoce cirujano especializado sevilla
quiero cambiar mi suscripción de netflix por una de cine en casa.,0,ham,quiero cambiar suscripción netflix cine casa
"¡tu presentación de trabajo va a ser enviada a todos los empleados! no te desesperes, es una notificación falsa",0,ham,presentación trabajo va ser enviada empleados desesperes notificación falsa
estudio recentemente: ¿prefieres videos o lecturas largas para aprender español?,0,ham,estudio recentemente prefieres videos lecturas largas aprender español
me encanta pasear en el parque los fines de semana y leer un libro bajo el sol. ¿qué tal a ti?,0,ham,encanta pasear parque fines semana leer libro bajo sol tal
la biblioteca schen mi préstamo dos libros de historia interesante.,0,ham,biblioteca schen préstamo dos libros historia interesante
¿te gustaría participar en el concurso de fotografía organizado por la universidad?,0,ham,gustaría participar concurso fotografía organizado universidad
recordatorio: la presentación de los reportes trimestrales se realizará el lunes a las 10:00 en la sala de conferencias.,0,ham,recordatorio presentación reportes trimestrales realizará lunes 1000 sala conferencias
"haga clic en el siguiente enlace para reclamar tu premio de 1,000,000€, pero primero ingresa tus datos bancarios.",1,spam,haga clic siguiente enlace reclamar premio 1000000 primero ingresa datos bancarios
"invierte ahora en la nueva criptomoneda x, garantía de ganancias del 50% en una semana",1,spam,invierte ahora nueva criptomoneda garantía ganancias 50 semana
estoy trabajando en una nueva receta de sopa de lentejas. ¿te interesa la lista de ingredientes?,0,ham,trabajando nueva receta sopa lentejas interesa lista ingredientes
oración falsa: tu pc está infectado con virus. paga $200 para resolverlo,1,spam,oración falsa pc infectado virus paga 200 resolverlo
¡atención! habrá mudanças en la línea del metro a entre 19h-21h. ajuste sus planes.,0,ham,atención mudanas línea metro 19h21h ajuste planes
les passare un café en el parque esta mañana. ¿viene?,0,ham,passare café parque mañana viene
¿te gustaría probar una receta fácil de pizza casera? mira los pasos aquí.,0,ham,gustaría probar receta fácil pizza casera mira pasos aquí
gana €1000 hoy sin esfuerzo. solo necesitas compartir este mensaje. 🤑📲,1,spam,gana 1000 hoy esfuerzo solo necesitas compartir mensaje
¡hola! te invito a descubrir el secreto para ganar dinero rápido sin esfuerzo. haz clic aquí y transforma tu vida en 24 horas. oferta limitada!,1,spam,hola invito descubrir secreto ganar dinero rápido esfuerzo haz clic aquí transforma vida 24 horas oferta limitada
¡ingresa a este juego y comienza ahora! 1000sdk gratis al inscribirte. 🎮,1,spam,ingresa juego comienza ahora 1000sdk gratis inscribirte
construye tu riqueza en 24 horas con este esquema de inversión garantizada. ¡únete ya!,1,spam,construye riqueza 24 horas esquema inversión garantizada únete
te avisamos que hay un nuevo plan familiar en netflix. suscríbete gratis con este código: family20,0,ham,avisamos nuevo plan familiar netflix suscríbete gratis código family20
"descubre el plan secreto para ganar dinero fácil desde casa. sin experiencia requerida, solo sigue estos pasos y verás los resultados.",1,spam,descubre plan secreto ganar dinero fácil casa experiencia requerida solo sigue pasos verás resultados
enlace malicioso: descarga nuestro nuevo antivirus premium que elimina todos los virus en tu pc.,1,spam,enlace malicioso descarga nuevo antivirus premium elimina virus pc
descubre el secreto para perder peso en 24 horas sin ejercicios. compra ahora el suplemento milagroso!,1,spam,descubre secreto perder peso 24 horas ejercicios compra ahora suplemento milagroso
inténtalo: descarga este antivirus y obtén 100% de protección contra hackers: https://terror novelas.com,1,spam,inténtalo descarga antivirus obtén 100 protección hackers httpsterror novelascom
¿te gusta viajar? joining our viaje secreto. ¡trae tus datos!,1,spam,gusta viajar joining our viaje secreto trae datos
¡código de descuento 100%: y3s4p! usa este código en cualquier tienda online.,1,spam,código descuento 100 y3s4p usa código cualquier tienda online
"el sabor local del mercado incluye frutas frescas, quesos artesanales y miel del campo",0,ham,sabor local mercado incluye frutas frescas quesos artesanales miel campo
¡oferta limitedísima! compra ahora y gana 1000 euros al día sin hacer nada.,1,spam,oferta limitedísima compra ahora gana 1000 euros día hacer
visita nuestro sitio web para descargar el último malware que te permitirá acceder a datos exclusivos.,1,spam,visita sitio web descargar último malware permitirá acceder datos exclusivos
¡gratis! te regalamos un iphone 15 pro hoy. envía tu número de tarjeta al 555-123-456. ⚡🎁,1,spam,gratis regalamos iphone 15 pro hoy envía número tarjeta 555123456
mi hermano gained 10 kg en 2 semanas con este suplemento milagroso: https://ejemplo.com/suplemento,1,spam,hermano gained 10 kg semanas suplemento milagroso httpsejemplocomsuplemento
"¡hágame favor! una vez que retire vídeo porno, le envío 1000$ en criptomonedas.",1,spam,hágame favor vez retire vídeo porno envío 1000 criptomonedas
"hola, ¿cómo estás? me gustaría reservar una mesa en el restaurante del centro para mañana a las 8.",0,ham,hola cómo gustaría reservar mesa restaurante centro mañana
¿te gustan las películas? suscríbete a nuestra lista y recibirás una çcked de 100 carolina’s?,1,spam,gustan películas suscríbete lista recibirás cked 100 carolinas
"hoynight, el sol se puso en la montaña.",0,ham,hoynight sol puso montaña
¿tienes قطط? enviamos comida gratis si te unes a nuestro grupo.,0,ham,enviamos comida gratis si unes grupo
oferta de trabajo de alto pago sin experiencia: envía tu cv a este correo y empieza a ganar 5000€ al mes,1,spam,oferta trabajo alto pago experiencia envía cv correo empieza ganar 5000 mes
descubre la mejor forma de invertir en criptomonedas con garantía de beneficios del 200% diario,1,spam,descubre mejor forma invertir criptomonedas garantía beneficios 200 diario
💸promoción exclusiva: 3 productos gratis al registrarte en nuestra app. ¡gratis por siempre!,1,spam,promoción exclusiva productos gratis registrarte app gratis siempre
¡concierto gratuito de luis fonsi en la theaters de madrid!,0,ham,concierto gratuito luis fonsi theaters madrid
la biblioteca municipal está organizando una exposición de arte local este fin de semana.,0,ham,biblioteca municipal organizando exposición arte local fin semana
¿te gustaría aprender a tocar la guitarra? hay un curso online gratuito que podrías probar.,0,ham,gustaría aprender tocar guitarra curso online gratuito podrías probar
nuevo producto: cepillicr 4000 elimina todo tipo de manchas. ¡falso y exagerado programa!,1,spam,nuevo producto cepillicr 4000 elimina tipo manchas falso exagerado programa
tu factura del mes pasado ya está disponible en línea. revisa tu cuenta.,0,ham,factura mes pasado disponible línea revisa cuenta
¡compra este curso y conviértete en diseñador web en 30 días! 🚀🚀,0,ham,compra curso conviértete diseñador web 30 días
descarga gratis el antivirus más potente aquí: [enlace.corpado] ¡protege tu dispositivo!,1,spam,descarga gratis antivirus potente aquí enlacecorpado protege dispositivo
análisis de los resultados económicos del último trimestre del sector tecnológico.,0,ham,análisis resultados económicos último trimestre sector tecnológico
este sitio web dinamita tu navegación. ¡cierra antes de que te dañe el dispositivo!,1,spam,sitio web dinamita navegación cierra dañe dispositivo
¡compre ahora y obtenga un 100% de devolución! solo por tiempo limitado.,1,spam,compre ahora obtenga 100 devolución solo tiempo limitado
¡clic aquí! oferta imperdible de seguros de vida con beneficios exclusivos.,1,spam,clic aquí oferta imperdible seguros vida beneficios exclusivos
descarga este app y recibirás 500€ gratis. solo haz clic en el botón: http://appspam.com,1,spam,descarga app recibirás 500 gratis solo haz clic botón httpappspamcom
"hola, soy ana. quiero cambiar de abrazo dm para coordinar proyectos → not_spam",0,ham,hola ana quiero cambiar abrazo dm coordinar proyectos notspam
¿sabía que el café puede mejorar su memoria? leer más en nuestro blog,0,ham,sabía café puede mejorar memoria leer blog
"hola, ¿te gustaría almorzar mañana?",0,ham,hola gustaría almorzar mañana
estoy aprendiendo a tocar la guitarra y me encanta la música clásica,0,ham,aprendiendo tocar guitarra encanta música clásica
¡únase a nuestra.red social! somos los mejores en marketing viral. ¡siga nos ahora!,0,ham,únase nuestrared social mejores marketing viral siga ahora
¡mira este video explícito! https://explicitvideo.com,1,spam,mira video explícito httpsexplicitvideocom
visita nuestra página de contenido adulto y accede a videos exclusivos solo para mayores de 18 años.,1,spam,visita página contenido adulto accede videos exclusivos solo mayores 18 años
¡tu derrota en el sorteo será compensada! ganarás un viaje gratis con solo klic en el enlace.,1,spam,derrota sorteo compensada ganarás viaje gratis solo klic enlace
timelesa mía: receta secreta para un pastel melhores. prueba y déjame saber si te gustó.,0,ham,timelesa receta secreta pastel melhores prueba déjame saber si gustó
"urgente: tu cuenta ha sido suspendida, verifica aquí tu información personal y envía tus credenciales.",1,spam,urgente cuenta sido suspendida verifica aquí información personal envía credenciales
"haz clic aquí para recibir dinero rápido: www.fastcash.com, te enviamos 5000€ si respondes ahora.",1,spam,haz clic aquí recibir dinero rápido wwwfastcashcom enviamos 5000 si respondes ahora
visita nuestro sitio web para adultos y disfruta de contenido exclusivo.,1,spam,visita sitio web adultos disfruta contenido exclusivo
"descubre el secreto para ganar dinero rápido, visita este sitio.",1,spam,descubre secreto ganar dinero rápido visita sitio
"me gusta leer poesía de borges, especialmente 'fervor de buenos aires'.",0,ham,gusta leer poesía borges especialmente fervor buenos aires
hoy hay descuento en ensaladas frescas en tu supermercado local. ¡30% off!,0,ham,hoy descuento ensaladas frescas supermercado local 30 off
oferta en mayúsculas y con muchos exclamaciones!!! compra ya!!!,1,spam,oferta mayúsculas exclamaciones compra
mi computadora se volvió lenta después de instalar el nuevo software.,0,ham,computadora volvió lenta después instalar nuevo software
la música clásica ayuda a concentrarme al trabajar.,0,ham,música clásica ayuda concentrarme trabajar
¿quién sabe sobre bares de tacos en mérida?,0,ham,quién sabe bares tacos mérida
"hoy he preparado una receta de paella para la cena, con arroz, mariscos y azafrán.",0,ham,hoy preparado receta paella cena arroz mariscos azafrán
¿te gustaría ir al concierto de jazz esta noche? tengo dos entradas disponibles.,0,ham,gustaría ir concierto jazz noche dos entradas disponibles
el clima en madrid está parcialmente nublado con temperaturas de 22 grados.,0,ham,clima madrid parcialmente nublado temperaturas 22 grados
¡alerta! tu computadora está infectada con malware! descarga este antivirus gratuito para protegerte inmediatamente y eliminar todas las amenazas.,1,spam,alerta computadora infectada malware descarga antivirus gratuito protegerte inmediatamente eliminar todas amenazas
mi abuela me enseñó una receta tradicional de gazpacho que queda deliciosa.,0,ham,abuela enseñó receta tradicional gazpacho queda deliciosa
"hola, ¿cómo estás? quería preguntar sobre el presupuesto del proyecto",0,ham,hola cómo quería preguntar presupuesto proyecto
descarga esta app gratis y descubre ofertas exclusivas en supermercados. ¡sin cargos ocultos!,0,ham,descarga app gratis descubre ofertas exclusivas supermercados cargos ocultos
¡celebra conmigo! cumpleaños con detrás de tu fiesta en madrid. ¡invítanos!,0,ham,celebra conmigo cumpleaños detrás fiesta madrid invítanos
"hola, vine a preguntar sobre la disponibilidad de bélgica en la tienda de madrid.",0,ham,hola vine preguntar disponibilidad bélgica tienda madrid
necesito ayuda para preparar la cena. ¿tienes ideas?,0,ham,necesito ayuda preparar cena ideas
"¡haga clic aquí para ganar un iphone gratis! oferta limitada, actúa ya!!!!",1,spam,haga clic aquí ganar iphone gratis oferta limitada actúa
ofrece servicio de hackeo de redes por $200. ¡garantizado!,1,spam,ofrece servicio hackeo redes 200 garantizado
¿cuál es tu película favorita de la infancia?,0,ham,cuál película favorita infancia
me gusta caminar por el parque en los días de sol.,0,ham,gusta caminar parque días sol
🌟 ¡oferta flash! consigue 2 por 1 en ropa de invierno. ¡compra antes de que termine! ❄️,1,spam,oferta flash consigue ropa invierno compra termine
la última edición del periódico incluye una entrevista con el alcalde.,0,ham,última edición periódico incluye entrevista alcalde
"hola, espero que estés bien. ¿cómo te va hoy?",0,ham,hola espero bien cómo va hoy
"publicidad no solicitada: ¡consigue viagra sin receta, solo $10!",1,spam,publicidad solicitada consigue viagra receta solo 10
su cuenta bancaria ha sido bloqueada. haga clic aquí para reactivarla: enlace.bank.es/respaldo,1,spam,cuenta bancaria sido bloqueada haga clic aquí reactivarla enlacebankesrespaldo
"me gustó mucho la película que vimos anoche, la trama era fascinante.",0,ham,gustó película vimos anoche trama fascinante
"el clima hoy está nublado, pero no hay probabilidad de lluvia.",0,ham,clima hoy nublado probabilidad lluvia
tenemos un sistema para ganarte $10.000 mensuales. ¡paga tu primera inversión!,1,spam,sistema ganarte 10000 mensuales paga primera inversión
¿quieres dinero rápido? únete a nuestro esquema de inversión y duplica tu capital en 24 horas.,1,spam,quieres dinero rápido únete esquema inversión duplica capital 24 horas
"descubre este nuevo método para obtener ingresos diarios, sin esfuerzo. ¡regístrate ya!",1,spam,descubre nuevo método obtener ingresos diarios esfuerzo regístrate
¿han visto el nuevo episodio de la serie que salió ayer?,0,ham,visto nuevo episodio serie salió ayer
esquema pirámide: invita a 5 amigos y gana 1000€. ¡sigue estos enlaces!,1,spam,esquema pirámide invita amigos gana 1000 sigue enlaces
invitación: promoción imperial. solo 3 plazas disponibles. contáctanos.,1,spam,invitación promoción imperial solo plazas disponibles contáctanos
cuéntame sobre tu día. estoy muy ocupado hoy.,0,ham,cuéntame día ocupado hoy
¡haz clic ahora y recibe una recompensa instantánea! ¡solo los primeros 100 usuarios!,1,spam,haz clic ahora recibe recompensa instantánea solo primeros 100 usuarios
necesito terminar el informe antes de la reunión de mañana.,0,ham,necesito terminar informe reunión mañana
¡oferta de 0% de interés en créditos! sin garantías. ideal para tu próxima compra urgente.,1,spam,oferta interés créditos garantías ideal próxima compra urgente
receta de paellaperfecta: 3 pasos ylisto para probar.,0,ham,receta paellaperfecta pasos ylisto probar
¿tienes suerte en el trabajo?,0,ham,suerte trabajo
¡descubre secretos ocultos de tu perfil en instagram! solo por 24 horas. enlace: bit.ly/2xsecret,1,spam,descubre secretos ocultos perfil instagram solo 24 horas enlace bitly2xsecret
haz clic y gana un iphone nuevo en 24 horas sin hacer nada.,1,spam,haz clic gana iphone nuevo 24 horas hacer
¡enriquecete rápido con este plan de inversión! solo 300 euros y en 1 semana duplica tu dinero!,1,spam,enriquecete rápido plan inversión solo 300 euros semana duplica dinero
¿quieres mejorar tu inglés? te ofrezco clases grupales en zoom a partir de 10€. contacta a john@example.com.,0,ham,quieres mejorar inglés ofrezco clases grupales zoom partir 10 contacta johnexamplecom
¿necesitasmodule de excel? envíame tu email y te lo envío gratis. ¡100% confidencial!,1,spam,necesitasmodule excel envíame email envío gratis 100 confidencial
revisa el nuevo artículo científico sobre energía renovable publicado en la revista nature.,0,ham,revisa nuevo artículo científico energía renovable publicado revista nature
la feria comunitaria del vecindario es amanhã. voluntarios necesarios.,0,ham,feria comunitaria vecindario amanh voluntarios necesarios
compré un nuevo libro y quiero compartir mi reseña con amigos.,0,ham,compré nuevo libro quiero compartir reseña amigos
hoy compré una camiseta nueva que me queda perfecta.,0,ham,hoy compré camiseta nueva queda perfecta
el gato de mi vecino parece muy amigable.,0,ham,gato vecino parece amigable
¡promoción exclusiva para madres! compra unote especial aquí: enlac_madre,1,spam,promoción exclusiva madres compra unote especial aquí enlacmadre
publicidad sexual explícita: descubre las mejores escenas y modelos ahora.,1,spam,publicidad sexual explícita descubre mejores escenas modelos ahora
"oferta irreales: iphone nuevo gratis, solo paga 0,99€",1,spam,oferta irreales iphone nuevo gratis solo paga 099
"únete a nuestra red de inversión y triplica tu dinero en 6 meses. sin riesgo, garantizado.",1,spam,únete red inversión triplica dinero meses riesgo garantizado
ofrece 2 meses gratuitos de netflix al pagar con criptomonedas en este enlace: [url],1,spam,ofrece meses gratuitos netflix pagar criptomonedas enlace url
un amigo me recomendó esta receta de sopa subsystem. ¡prueba!,0,ham,amigo recomendó receta sopa subsystem prueba
descubre la oferta fraudulenta del día: compra ahora y recibe premios falseados.,1,spam,descubre oferta fraudulenta día compra ahora recibe premios falseados
actualización: la universidad ha reprogramado los exámenes a partir de lunes. ¡manténgase informado!,0,ham,actualización universidad reprogramado exámenes partir lunes manténgase informado
"me encanta la manera en que describiste la película, muy interesante.",0,ham,encanta manera describiste película interesante
¡alerta! hay un error en tu envío de paquete. esta es la notificacion real: tracking123#,0,ham,alerta error envío paquete notificacion real tracking123
"gracias por ser mi mejor amiga. sin ti, nada",0,ham,gracias ser mejor amiga
esquema de enriquecimiento rápido: invierte $100 y recibes $500 en 2 días.,1,spam,esquema enriquecimiento rápido invierte 100 recibes 500 días
"¡mirá esto, por favor! envié un enlace a tu cuenta que contiene fotos de bebés. ¡no lo borres!",1,spam,mirá favor envié enlace cuenta contiene fotos bebés borres
¿alguien puede decirme cómo hacer momifiz y empanar de pollo?,0,ham,alguien puede decirme cómo hacer momifiz empanar pollo
¿te gustaría un café con acompañamiento de pastelito? estoy en la plaza central.,0,ham,gustaría café acompañamiento pastelito plaza central
publicidad: suscriba nuestro newsletter para enterarse de descuentos del 99%. ¡entrada ya cerrada!,1,spam,publicidad suscriba newsletter enterarse descuentos 99 entrada cerrada
¡spam! acabo de recibir este mensaje no pidiéndome nada. no tengo dudas que es estafa.,1,spam,spam acabo recibir mensaje pidiéndome dudas estafa
¡haz clic aquí y consigue un teléfono gratis! solo tienes que pagar el envío. oferta limitada.,1,spam,haz clic aquí consigue teléfono gratis solo pagar envío oferta limitada
¿necesitas un apartamento barato en madrid? lo encontré por $300/mes.,0,ham,necesitas apartamento barato madrid encontré 300mes
recomendación: ver la serie 'el código' en netflix. ideal para fans de misterios.,0,ham,recomendación ver serie código netflix ideal fans misterios
"receta de tortilla española: patatas, huevos, cebolla y aceite. cocinar a fuego medio durante 30 minutos.",0,ham,receta tortilla española patatas huevos cebolla aceite cocinar fuego medio 30 minutos
migreso: necesito confirmar mi identificación en la página de [banco]. oficial: visite a su sucursal,0,ham,migreso necesito confirmar identificación página banco oficial visite sucursal
esta tarde planeo hacer una caminata en el parque.,0,ham,tarde planeo hacer caminata parque
¿necesitas ayuda con tu tarea de español? contáctame a miguel.spanish@school.com,0,ham,necesitas ayuda tarea español contáctame miguelspanishschoolcom
descubre el secreto para invertir en criptomonedas y obtener ganancias del 200% al mes.,1,spam,descubre secreto invertir criptomonedas obtener ganancias 200 mes
¡alerta! el operario de banco pyme desapareció y tu dinero está en riesgo. escribe 'ayuda' al 0123456789,1,spam,alerta operario banco pyme desapareció dinero riesgo escribe ayuda 0123456789
mañana vamos al parque a hacer un picnic con amigos.,0,ham,mañana vamos parque hacer picnic amigos
gracias por tu ayuda en la mudanza; todo salió mejor de lo esperado.,0,ham,gracias ayuda mudanza salió mejor esperado
¡promete un trabajo en el extranjero! ¡envíeme su currículum y se lo paso al empleador!,1,spam,promete trabajo extranjero envíeme currículum paso empleador
¿te gusta viajar? compra este paquete y recibe regalo gratis 🎉🎁,0,ham,gusta viajar compra paquete recibe regalo gratis
¡tu pronóstico del-cli está aquí! clima soleado este fin de semana. descárgalo desde la app oficial.,0,ham,pronóstico delcli aquí clima soleado fin semana descárgalo app oficial
"¡hola!ayerdistrict, me refiero a que entiendo que necesitas ayuda con tu tarea. ¿puedes ayudarme?",0,ham,holaayerdistrict refiero entiendo necesitas ayuda tarea puedes ayudarme
"compré una libreta en la tienda y la perdí. si la encontraras, por favor llámame.",0,ham,compré libreta tienda perdí si encontraras favor llámame
descarga este antivirus gratuito para proteger tu pc: [enlace sospechoso],1,spam,descarga antivirus gratuito proteger pc enlace sospechoso
¡no creas en esto! es un engaño: enlace espiritual http://fake.com,1,spam,creas engaño enlace espiritual httpfakecom
¡alerta de malware! haz clic aquí para escanear tu computadora y eliminar virus ahora.,1,spam,alerta malware haz clic aquí escanear computadora eliminar virus ahora
¡oferta exclusiva! compre ahora y regale un viaje a cancún. solo para suscriptores de nuestra newsletter.,1,spam,oferta exclusiva compre ahora regale viaje cancún solo suscriptores newsletter
recientemente descubrí una nueva cafetería que sirve café de origen único.,0,ham,recientemente descubrí nueva cafetería sirve café origen único
descarga gratuita del nuevo juego de aventuras que todos están jugando. instálalo antes de que se agote.,1,spam,descarga gratuita nuevo juego aventuras jugando instálalo agote
¡haz clic aquí y gana un iphone gratis! solo necesitas compartir este enlace con tres amigos.,1,spam,haz clic aquí gana iphone gratis solo necesitas compartir enlace tres amigos
la reunión del proyecto se llevará a cabo mañana a las 10:00 en la sala de conferencias.,0,ham,reunión proyecto llevará cabo mañana 1000 sala conferencias
💣 ¡malware detected! click aquí para proteger su teléfono. link-malware.td,1,spam,malware detected click aquí proteger teléfono linkmalwaretd
descubre la fórmula milagrosa para perder peso en 3 días sin hacer ejercicio. inscribirte ahora y obtener resultados inmediatos.,1,spam,descubre fórmula milagrosa perder peso días hacer ejercicio inscribirte ahora obtener resultados inmediatos
¡haga clic aquí para ver contenido adulto exclusivo y sin límites! solo para mayores de 18 años,1,spam,haga clic aquí ver contenido adulto exclusivo límites solo mayores 18 años
consulta el último número de el país aquí: [enlace a artículo real]. ¡actualizaciones thieféticas!,0,ham,consulta último número país aquí enlace artículo real actualizaciones thieféticas
¿tu email en peligro? verifica tu identidad aquí: [phishing.es],1,spam,email peligro verifica identidad aquí phishinges
"hola, ¿cómo estuvo tu cita dental? gracias por tu confianza.",0,ham,hola cómo cita dental gracias confianza
haz clic en este link para actualizar tu contraseñas.,1,spam,haz clic link actualizar contraseñas
¡oferta urgente: compre ahora en este enlace y obtenga un bono del 50%! 0700-123456,1,spam,oferta urgente compre ahora enlace obtenga bono 50 0700123456
te envío una invitación para un webinar gratuito de inversión en criptomonedas. regístrate aquí: cryptowealth.com,1,spam,envío invitación webinar gratuito inversión criptomonedas regístrate aquí cryptowealthcom
¿dónde puedo encontrar restaurantes veganos en barcelona?,0,ham,dónde puedo encontrar restaurantes veganos barcelona
descarga este app y te daremos $200 gratis por mostrarla a 10 personas,1,spam,descarga app daremos 200 gratis mostrarla 10 personas
¡haganme enteros! ¡investigué un esquema donde invierto $1k y obtengo $5k en 7 días! antes de que se acabe,1,spam,haganme enteros investigué esquema invierto 1k obtengo 5k días acabe
haz clic aquí para enterarte de un programa gubernamental exclusivo que triple tus ahorros. ¡oferta por tiempo limitado!,1,spam,haz clic aquí enterarte programa gubernamental exclusivo triple ahorros oferta tiempo limitado
receta casera de tomatl: ingredientes y pasos simples. ideal para principiantes.,0,ham,receta casera tomatl ingredientes pasos simples ideal principiantes
acceda a este sitio para descargar la actualización más reciente.,1,spam,acceda sitio descargar actualización reciente
la película que vi anoche recibió excelentes críticas en la prensa especializada.,0,ham,película vi anoche recibió excelentes críticas prensa especializada
¡revisa tu premio! ganaste $5000 en un concurso. ingresa tus datos a este link: ...,1,spam,revisa premio ganaste 5000 concurso ingresa datos link
¡oferta imperdible! visita nuestro sitio de casino online y juega con bonus de 500 euros descargable ahora mismo,1,spam,oferta imperdible visita sitio casino online juega bonus 500 euros descargable ahora mismo
"publicidad: suscríbete ahora a nuestro servicio de puntaje financiero. ronda gratis, no pagues nada.",1,spam,publicidad suscríbete ahora servicio puntaje financiero ronda gratis pagues
¿buscas novio/a? ¡register en nuestro sitio y nosotros te match'te con alguien! www.match-spam.es,1,spam,buscas novioa register sitio matchte alguien wwwmatchspames
pase a nuestro sitio web y obtenga 10 mg de suero gratuito. solo para suscriptores vip.,1,spam,pase sitio web obtenga 10 mg suero gratuito solo suscriptores vip
compré un libro de desarrollo personal que me está ayudando a organizar mis metas.,0,ham,compré libro desarrollo personal ayudando organizar metas
hoy el clima en madrid será parcialmente nublado con temperaturas de 22°c. mañana habrá más sol.,0,ham,hoy clima madrid parcialmente nublado temperaturas 22c mañana sol
¡campeón del día! gana premios increíbles sin comprar nada.,1,spam,campeón día gana premios increíbles comprar
¡suscríbete al newsletter y recibirás un viaje gratis a tailandia!,1,spam,suscríbete newsletter recibirás viaje gratis tailandia
"gracias por tu ayuda con el proyecto, fue de gran utilidad.",0,ham,gracias ayuda proyecto gran utilidad
oferta de planes de seguro de viaje 🧳✈️,0,ham,oferta planes seguro viaje
"anoche vi una película excelente, recomendaría a todos que la vean.",0,ham,anoche vi película excelente recomendaría vean
quiero saber cuál es la receta tradicional de gazpacho.,0,ham,quiero saber cuál receta tradicional gazpacho
¿te gusta el café o prefieres el té?,0,ham,gusta café prefieres té
¿qué libros recomendarías para alguien que está empezando a leer ciencia ficción?,0,ham,libros recomendarías alguien empezando leer ciencia ficción
¡descarga este app móvil ahora y obtén dinero gratis por cada والكمة!,1,spam,descarga app móvil ahora obtén dinero gratis cada
invierta en este negocio fácil y multiplique su dinero en 48 horas. ¡cierre grande!,1,spam,invierta negocio fácil multiplique dinero 48 horas cierre grande
🚨¡cuidado! estafa de атомización 🌪️📲,1,spam,cuidado estafa ización
¡haz crecer tu negocio con publicidad viral garantizada!,1,spam,haz crecer negocio publicidad viral garantizada
"hola, somos una organización local que invita a todos los ciudadanos a participar en un taller gratuito sobre sostenibilidad ambiental.",0,ham,hola organización local invita ciudadanos participar taller gratuito sostenibilidad ambiental
oferta especial: 2x1 en suscripciones de software ilegal.,1,spam,oferta especial 2x1 suscripciones software ilegal
suscríbase a nuestro newsletter y gane un boleto gratis para el concierto,1,spam,suscríbase newsletter gane boleto gratis concierto
oferta: cursos de marketing digital con garantía del 100%. inversión mínima $20. 💼,1,spam,oferta cursos marketing digital garantía 100 inversión mínima 20
"el famoso chef de televisión anunció que abrirá un nuevo restaurante en barcelona el próximo mes, detalles en su página web.",0,ham,famoso chef televisión anunció abrirá nuevo restaurante barcelona próximo mes detalles página web
cartelera de cine este fin de semana: spider-man: atreve más,0,ham,cartelera cine fin semana spiderman atreve
¿te gustaría probar la nueva receta de paella que aprendí la semana pasada?,0,ham,gustaría probar nueva receta paella aprendí semana pasada
¿está interesado en un 'borrador de grasa' natural? enviamos muestras gratis.,1,spam,interesado borrador grasa natural enviamos muestras gratis
"programamos una reunión para el viernes a las 10:00, confirmar asistencia",0,ham,programamos reunión viernes 1000 confirmar asistencia
publicidad comercial no solicitada: ¡descubre el secreto para invertir y duplicar tu dinero en 24 horas!,1,spam,publicidad comercial solicitada descubre secreto invertir duplicar dinero 24 horas
"el profesor anunció que habrá unquiz de geografía mañana, studied mucho",0,ham,profesor anunció unquiz geografía mañana studied
¡oferta exclusiva! gana $1000 en 24 horas: http://example.com,1,spam,oferta exclusiva gana 1000 24 horas httpexamplecom
"¡gracias por tu patronage! recuerda: si pagas con tarjeta de débito, te devolvemos un 20%",0,ham,gracias patronage recuerda si pagas tarjeta débito devolvemos 20
