mensaje,spam,label
Mi perro perdió un collared en el parque central. ¿Alguien lo ha encontrado?,0,ham
¡GANAR 1 MILLÓN EN 24H sin riesgos! 🎉🔥 https://tramp.com – suscríbete gratis 👉👈,1,spam
"PRODUCTO EXCLUSIVO! Si believes en esto, compártela con 10 personas o nada 😈😈😈 #pyramidscheme",1,spam
Colegio XYZ ofrece cursos gratis de IA. Llama al 000-000-0000 для.zComo Y No إلهاً!,1,spam
¡ATENCIÓN! Su cuenta está comprometida. Únase a este grupo para restablecer el acceso. 🔐🌌,1,spam
Ofertapecial: 50% de descuento en cosméticos naturales. Solo para clientes VIP. ¡Corra! 💸💥,1,spam
¡Es un fraude! ¡Transfiere 500 euros a esta lista para evitar pérdidas! 💰🚨,1,spam
Tutorial: Cómo evitar impuestos sin consecuencias legales. https://impueslibres.com,1,spam
¿Enamorado? Envíame una foto y te compraré un viaje… ¡Solo con pecho! 😏❌,1,spam
¡Sistema gratuito de trading automático! Ganarás 3% diario. Solo aquí: bot.trading.pro,1,spam
¡NOTICIA! La World Cup será anulada por un error técnico. ¡Esto es real! 🌍💥,1,spam
¡NUEVO JUEGO! Adivina el número entre 1 y 100. Premiado con 1000€. ¡Prueba aquí! 🎯🔮,1,spam
¿Te encanta el surf? ¡Soy el mejor instructor del mundo! Hagan clic aquí. 🌊💰,0,ham
Recientemente terminé mi novela histórica sobre España medieval. ¡Libro disponible en librerías!,0,ham
Receta del día: Ensalada de quinoa con vinagre de manzana. Santé! 🥗,0,ham
Hoy en la radio hablan de la nueva estación de metro en Madrid. ¡Eficiente y sostenible! 🚇,0,ham
"Aquí tienes un resumen de las noticias de hoy: mercados bajos, protestas en Madrid…",0,ham
"¡Hola!ayerDistrict, me refiero a que entiendo que necesitas ayuda con tu tarea. ¿Puedes ayudarme?",0,ham
¡Oferta especial! 30% de descuento en suscripciones a Netflix. Código: FAMA123 🎬🔥,1,spam
"¡TEN DAVID EVIDENCIA! Si no estás de acuerdo, amenazas. 😡💥",1,spam
¡NÉCERES! Invitación a fiesta: viernes a las 9 PM. Trae algo para beber. 🍸🎉,0,ham
¿Por qué el cielo es azul? Explicación científica simple. Ideal para niños. 🌤️𓂀,0,ham
Descubre los beneficios del ayuno intermitente. artículo completo aquí: salud.com/ayuno,0,ham
¡SPAMZUM! Comprar 10 unidades y llevas gratis un regalo. Solo hoy. 🎁👉👈,1,spam
¡ES UN EMPRIQUE FRUITERO! Frutas orgánicas desde 2€. Además de envío rápido. 🍎🍓,0,ham
¡URGENTE! Suscripción a Netflix terminará en 24h. Actualiza tu plan ahora. 💻💔,1,spam
"¡Oferta limitada! Compra ahora y recibe un 80% de descuento en productos de belleza. Solo por tiempo reducido, no dejes pasar esta oportunidad única.",1,spam
"Estimado cliente, hemos detectado actividad sospechosa en su cuenta. Haz clic en el siguiente enlace para verificar su identidad y evitar la suspensión inmediata del servicio.",1,spam
Descubre los secretos para ganar dinero rápido con nuestro método exclusivo. Haz clic aquí y comienza a recibir ingresos diarios sin esfuerzo.,1,spam
"¡Suscríbete a nuestro boletín y recibe ofertas especiales, descuentos y promociones exclusivas solo para ti! Haz clic aquí para activar tu suscripción.",1,spam
¡Atención! Tu cuenta ha sido seleccionada para participar en un concurso de premios millonarios. Responde ahora para ganar una estancia de lujo en el Caribe.,1,spam
Descubre el tratamiento milagroso que promete eliminar las cicatrices en 24 horas. ¡Compra ahora y transforma tu piel sin riesgos!,1,spam
"Oferta exclusiva: compra 2 y lleva 3, solo por esta semana. No pierdas esta oportunidad de maximizar tus ahorros y obtener más valor por tu dinero.",1,spam
Phishing alert: Por favor verifica tu información bancaria respondiendo a este mensaje. Tu seguridad es nuestra prioridad.,1,spam
¡Nuevo producto revolucionario! Descubre cómo mejorar tu productividad con esta herramienta innovadora que cambiará tu forma de trabajar.,0,ham
"Hola Ana, espero que estés bien. Quería compartir contigo la noticia del lanzamiento del nuevo libro de ficción que acaba de publicar tu editor favorito.",0,ham
El clima mañana será parcialmente nublado con temperaturas rondando los 22 grados Celsius. No olvides llevar un paraguas ligero por la tarde.,0,ham
Recuerda programar tu reunión con el equipo para el viernes a las 15:00. Confirmar la agenda antes de finalizar la semana.,0,ham
"¡Feliz cumpleaños! Que este nuevo año de vida esté lleno de alegría, salud y momentos inolvidables junto a tus seres queridos.",0,ham
Investigación reciente sugiere que el consumo moderado de café puede tener beneficios para la salud cognitiva. Descubre más detalles en nuestro sitio web.,0,ham
La biblioteca municipal abrirá sus puertas el próximo lunes a partir de las 9:00. Todos son bienvenidos a disfrutar de los nuevos servicios disponibles.,0,ham
¡Hola! Soy Laura y acabo de comenzar mi nuevo puesto como asistente administrativa. Me encantaría conectar con colegas y colaborar en proyectos emocionantes.,0,ham
"¡Oferta irresistible! Compra ahora y recibe gratis un kit premium de limpieza del hogar. Solo por tiempo limitado, ¡aprovecha antes de que se agote!",1,spam
Descubre el secreto para triplicar tus seguidores en Instagram en una semana. Tips exclusivos que los expertos no quieren compartir.,1,spam
¡Suscríbete a nuestro canal y gana premios diarios! Participa en nuestros desafíos y recibe descuentos en productos de tendencia.,1,spam
Aviso importante: Tu cuenta ha sido marcada como sospechosa. Haz clic aquí para restablecer tu contraseña y proteger tu información personal.,1,spam
¡Ofrece especial del día! Compra cualquier producto de la sección de electrónica y recibe un descuento del 30% en tu próxima compra.,1,spam
¿Te gustaría aprender a cocinar recetas gourmet en casa? Inscríbete a nuestro taller virtual y descubre técnicas profesionales.,0,ham
"Hola Carlos, acabo de terminar la lectura del libro que te recomendé y me encantó. Me parece muy interesante el enfoque que tomó el autor.",0,ham
Recordatorio: La cita con el dentist​a está programada para el martes a las 10:00. No olvides llevar su historial clínico.,0,ham
"Este fin de semana, el parque central ofrecerá actividades gratuitas para niños y familias. ¡No te lo pierdas!",0,ham
Oferta especial: Gana $100 en 5 minutos solo por compartir este enlace. ¡Compártelo con todos! 😈,1,spam
¡Hola! ¿Cómo estás pasando el día hoy? Espero que tengas un buen tiempo.,0,ham
¡Únete a nuestro club VIP y multiplied tus ganancias! El primer depósito de $500 te da $5000. Enlace aquí: enlace_secreto.com,1,spam
El plazo de entrega para tu pedido está entre 3 a 5 días hábiles. Gracias por elegirnos.,0,ham
"¿Sabías que puedes ganar oro digital sin trabajar? Solo sigue estos 3 pasos. ¡Genial, verdad?",1,spam
"Feliz cumpleaños, Ana. Que tengas un día lleno de amor y alegría. Desde nuestra familia.",0,ham
Promoción: 30% OFF en cosméticos premium. Paga con tu tarjeta para recibirlo gratis.,0,ham
¿Ajúrate en este esquema: Invierte $100 y obtén $1000 en 7 días. Bolsas de inversión seguras.,1,spam
Hoy hay un descuento del 50% en ropa nova en la plaza 12. ¡Oferta por tiempo limitado!,0,ham
¡Tu contraseña ha expirado! Haga clic aquí para restablecerla: contraseña.secreta.net,1,spam
¿Te gustaría recibir notificaciones sobre eventos culturales en la ciudad? Sí/No,0,ham
¡Gran oferta: 200 uniones gratuitas con un solo clic! 🤑🤑🤑 Haz clic en el enlace 👇,1,spam
¿Necesitas ayuda para resolver tu problema con el vielejito? Envíanos un mensaje y te respondemos en 24h.,0,ham
¡Vendido! £500 porODO en Bitcoin en menos de 24h. ¡Sin riesgo! Enlace: bitcoingrin.io,1,spam
"Recuerda: Si no pediste este correo, es posible que sea spam. No respondas ni hagas clic.",0,ham
Oportunidad: Invierte en criptomonedas con nuestro broker oficial. ¡Garantizado 50% de ganancia!,1,spam
Ya ordené mi pizza favorita. Llegará entre 15:00 y 16:00. ¡Gracias por tu paciencia!,0,ham
Este sitio web aloja malware. No descargues archivos adjuntos. Aquí hay un virus 🔥,1,spam
¿Viste la nueva película de acción? Muy buena. La recomiendo para tu próximo salidas.,0,ham
¡Alerta de seguridad! Tu cuenta está en peligro. Envíe saltos para verificar su autenticidad.,1,spam
Felicidades por tu graduación. ¿Quieres que envíe un regalo virtual a tus amigos en Twitter?,0,ham
¡Gana oro y diamantes digitales en solo 3 clics! No foregoing lo que dice el dinero. Enlace: promocionvip.com,1,spam
Hoy Sharma beca universitaria de química. Proceso completado. ¡Felicidades!,0,ham
¡Última oferta de la vida! $200 por 2 klicks. ¡Solo 2 offer left! 🏆🏆🏆,1,spam
¿Te ayudo a preparar la comida para la cena? Traigo ingredientes. Vamos a 20:00.,0,ham
"¡Compra ahora el suplemento milagroso para perder peso en una semana! 100% natural, resultados garantizados!!! 💊",1,spam
"Oferta limitada: ¡Descubre el secreto para ganar $10,000 al día trabajando desde casa! Haz clic aquí y empieza a ganar hoy mismo.",1,spam
¡URGENTE! Tu cuenta será suspendida a menos que veas este mensaje. Confirma tus datos aquí: phishing@falso.com,1,spam
"Descarga gratuita del último juego para PC, sin virus, solo haz clic y disfruta de horas de diversión.",1,spam
"¡Mira esta oferta exclusiva! Producto de adultos con descuento del 80%, solo por tiempo limitado. Haz clic y ve al sitio ahora.",1,spam
"ATENCIÓN: Has sido seleccionado para recibir una prueba GRATIS de nuestro nuevo suero anti‑edad, pero debes registrarte antes de medianoche.",1,spam
¡Haz dinero rápido! Invierta en este esquema de enriquecimiento rápido y multiplique tu capital en 300% en una semana.,1,spam
Nuevo virus informático que bloquea tus archivos hasta que pagues rescate. Haz clic aquí para obtener la herramienta de descifrado.,1,spam
"¡OFERTA RELÁMPAGO! Compra 2 y lleva 3 de nuestros productos de belleza. Solo por hoy, no te lo pierdas!!!",1,spam
Descubre el método secreto para triplicar tus seguidores en Instagram en una hora. Regístrate ahora y consigue cientos de likes.,1,spam
Mensaje importante: Tu cuenta de redes sociales ha sido comprometida. Haz clic aquí para protegerla inmediatamente.,1,spam
¡Mira esta noticia falsa! El government ha descubierto una cura milagrosa para el COVID‑19 usando una pastilla casera.,1,spam
¡Participa ahora mismo en nuestro concurso y gana un iPhone gratis! Solo comparte este mensaje y etiqueta a 5 amigos.,1,spam
¡Gracias por tu interés! Nos complace anunciar que hemos actualizado nuestro servicio de streaming con contenido exclusivo para adultos.,1,spam
"¡Hola comunidad! Les invitamos a probar nuestra nueva versión beta de la aplicación de mensajería, con funcionalidades mejoradas y sin anuncios.",0,ham
"Querido cliente, le enviamos este recordatorio para renovar su suscripción a la newsletter antes de que expire el descuento del 15%.",0,ham
"Estimado suscriptor, le informamos que su pago fue procesado correctamente y su cuenta permanecerá activa hasta el próximo mes.",0,ham
"Hola, ¿has visto la nueva serie de Netflix que se estrenó esta semana? Recomiendo mucho el episodio 3, es intensísimo.",0,ham
"Buenos días, recuerden que el centro de salud abre a las 9:00 am. No olviden sus citas médicas programadas.",0,ham
¡Hola! Esta es una invitación para participar en la reunión virtual de nuestro equipo de proyecto el viernes a las 14:00 hrs.,0,ham
¿Te gustaría probar la nueva receta de paella con mariscos que publiqué en mi blog? Dejo el enlace para que la veas.,0,ham
¡Felicitaciones por tu nuevo trabajo! Espero que tengas una gran carrera y que disfrutes de tus primeros días en la oficina.,0,ham
"Amigos, los invito a la cena virtual de celebración del aniversario de la empresa el próximo sábado a las 20:00 hrs.",0,ham
¡Gana un iPhone 15 gratis solo por hacer clic aquí! http://viralboost.com,1,spam
"Hola, necesito ayuda con mi cuenta bancaria. ¿Alguien puede enviar dinero a esta dirección?",0,ham
Ofrecemos préstamos urgentes de 0% de interés. Pago en 5 minutos. Enlace: http://prestamo-urgente.es,1,spam
Ver fotos de mi nuevo coche en Instagram: @autopassion_iphone15,0,ham
¡Predicá un premio de 10.000€! Todos pueden participar. https://sorteo24h.com,1,spam
¿Cómo se hace este pastel que vimos en TikTok? ¡Receta secreta!,0,ham
Este es un hack para obtener oro en juegos. Solo descarga el archivo adjunto: virus_gold.exe,1,spam
Inscripción abierta para taller gratuito de jardinería en Madrid. Fecha: 20 de abril.,0,ham
¡Compra ahora y evita que tu tarjeta sea bloqueada! Código promocional: BLOQUEO10,1,spam
Noticias últimas anuncia renovación escolar en Barcelona. Más detalles en el mapa adjunto.,0,ham
"Eres.eligeśl LOCAL nas miras, ¿verdad? si no, te robaron tu dinero. Contacta a police@now.pl",1,spam
"Hola, estoy Applied para el trabajo en tuagina. Adjunto mi currículum.",0,ham
¡Ptrima! Ingresa ycla este sitio para descargar apps gratuitas. http://appproof.com,1,spam
"¿Quieres ir al cine este viernes?寺庙 de cine Barolo en Madrid, puertas abiertas a las 8.",0,ham
"¡Tu hermana pide 300€ porフォンо del mes! Pagaría o será POGOCODEXI, sim. SZGJDSH",1,spam
Recomendación: Prueba el nuevo café en Calle Regina. Es delicioso y barato.,0,ham
¡Este es un trampay para pelearse en foros. ¡Envíamos €50 y ganas VIP! https://trampay.se,1,spam
"Actualización: El búho huido fue encontrado cerca del río. Si lo ves, contacta a la zoo.",0,ham
"¡Evita estafas! Confirma tu cuenta con este código: 8429-3741. Sin acción, serás bloqueado.",1,spam
"¿Puedo decidir el tema de mi proyecto final? Sí, aquí puedes sugerir ideas.",0,ham
¡Tu compañía gana un premio de 1000€ por ser la mejor! Presentamos nuestra candidatura: http://premio meilleure.com,0,ham
Ofrecemos traducción rápida sin coste. Solo responde SÍ para más información,1,spam
Noticia: El gobierno announces nuevas medidas de seguridad para Adam. Publicación oficial en portal.gob.es,0,ham
¡Tu abuela teatro por no pagar! Ingresa ycla este link: https://abuelay.fr,1,spam
"Hola, ¿puedes ayudarme a reservar un hotel en Lisboa entre el 10 y el 15 de mayo?",0,ham
¡Oferta exclusiva: Compra ahora y ahorra un 50% en productos de lujo! 💸👀,1,spam
Invierte en este programa y triplica tu dinero en 3 días. ¡Solo por ti!,1,spam
Tu banco necesita verificar tu cuenta. Haz clic aquí: [enlace_sospechoso],1,spam
Descubre el poder del queso en la curación del cáncer. ¡Es un mito!,1,spam
Descarga nuestra app gratis y mejora tu vida. ¡Contenido viral! [enlace_malware],1,spam
Videos porno gratuitos para todos. ¡Sin registro!,1,spam
¡Gana $1000 💰🌟🔥 Hoy solo! Haz clic aquí ⬇️,1,spam
¿Quieres ser parte de un negocio éxito? ¡Paga $500 y empieza!,1,spam
Oferta de empleo ficticia: Trabaja desde casa y gana $50 al día,1,spam
¡Interés en tu mensaje! Investiga sobre criptomonedas aquí: [enlace_phishing],1,spam
¡Es un escándalo! La verdad está aquí: [contenido_falso],1,spam
¡Disfruta de descargas gratuitas de películas x-rated!,1,spam
¡Atención: Tu cuenta ha sido bloqueada! Reclama tu dinero aquí: [enlace_engañador],1,spam
Compra ahora 100 píldoras mágicas y whereinte en un año. Cupones disponibles,1,spam
Aviso urgente: Tu computadora está infectada. Contacta a este número para resolverlo,1,spam
Ofrecemos viajes gratuos a destinationes secretas. ¡Solo 5 plazas!,1,spam
¡Comparte esto y gana $100 por cada amigo que compres!,1,spam
Descarga nuestra guía gratis para convertirte en un emprendedor exitoso,0,ham
¿Podrías recomendarme un buen restaurante en Madrid?,0,ham
"Aquí hay una receta tradicional para elpian de pollo, paso a paso",0,ham
¡Hoy en la plaza hay venta de flores y productos locales!,0,ham
Necesito ayuda para configurar mi impresora WiFi,0,ham
Oferta real: Gym local con membresía desde $20 al mes,0,ham
Próximo evento: Festival de música en el parque central el viernes,0,ham
"Hola, ¿quién puede prestarme un libro de historia de España?",0,ham
¡ ofertas irresistibles solo por tiempo limitado! Compra ahora y recibe un regalo sorpresa,1,spam
"Clic aquí y gana 10,000 euros al día, ¡oferta única!",1,spam
Descubre los secretos para invertir y hacerte rico rápidamente,1,spam
"¡Haz clic y visita nuestro sitio de contenido para adultos, solo mayores de 18 años",1,spam
"¡URGENTE! Tu cuenta está comprometida, verifica ahora o perderás acceso",1,spam
"Envía este mensaje y recibirás un premio mágico, ¡no lo dejes pasar!",1,spam
"¡COMPRA YA! Descuentos del 99% en productos exclusivos, solo hoy",1,spam
"🚨 ¡FAMOSO! Consigue dinero fácil sin esfuerzo, click aquí",1,spam
"⚠️ ¡Advertencia! Tu computadora está infectada, descarga este antivirus ahora",1,spam
"🚨 Mega oferta! 100% gratis, regístrate y gana premios instantáneos",1,spam
👀 ¡Mira esta noticia falsa! Descubre la verdad oculta,1,spam
"👀 ¡OFERTA EXCLUSIVA! Compra ahora y recibe un iPhone gratis, solo por invitación",1,spam
"⚠️ ¡Oferta limitada! Solo 5 plazas disponibles, regístrate ya",1,spam
"Hola María, ¿cómo estás? Te escribo para recordarte la reunión de mañana a las 10.",0,ham
"Me encanta la literatura de Gabriel García Márquez, ¿has leído 'Cien años de soledad'?",0,ham
"Hoy he preparado una paella para la cena, espero que te guste.",0,ham
"El clima en Madrid está despejado, perfecto para pasear.",0,ham
¿Podrías enviarme el informe final antes del viernes?,0,ham
Visité el museo del Prado la semana pasada y me encantó.,0,ham
Tengo una cita con el dentista el lunes a las 15:00.,0,ham
¿Te gustaría probar la nueva receta de gazpacho que aprendí?,0,ham
La esquina de la biblioteca tiene un nuevo libro de poesía contemporánea.,0,ham
Me gustaría planear un viaje a la costa en verano.,0,ham
¿Cuál es tu película favorita de los años 90?,0,ham
"Gracias por el mensaje, lo leeré con atención.",0,ham
"¡Compra ahora y gana un iPhone gratis! Visita www.miweb123.com, pero apresúrate, solo quedan 2 horas.",1,spam
"Oferta limitada: suscríbete y recibe 10.000 euros al instante, sin hacer nada. Haz clic aquí: http://fraude.link",1,spam
ANUNCIO: GANA un viaje a Miami si envías tu número de cuenta. RESPONDE YA,1,spam
Descarga la mejor aplicación de hacks para ganar dinero rápido. Link: http://malware123.xyz,1,spam
Aprovecha la Oferta EXCLUSIVA solo hoy 40% DESCUENTO en medicamentos sin receta. Entra aquí -> http://pildora24.com,1,spam
¡Haz dinero fácil con este esquema piramidal! Ingresa ahora y recluta a 5 amigos.,1,spam
Peligro: tu cuenta bancaria está comprometida. Verifica tu identidad en: http://phishbank.com,1,spam
Venta de seguidores falsos! Mejora tu Instagram al instante. Contacta vía teléfono,1,spam
"CÓMPRALO TODO EN MAYÚS! ES LA OFERTA DEL SIGLO, NO LO PIERDAS!!!",1,spam
Compra ahora y recibe un regalo de 100€ si respondido dentro de 5 minutos. SÍ,1,spam
¡Promoción de contenido explícito! Accede aquí: http://explicitcontent.club,1,spam
Ingresa al sitio secreto y descarga el programa que hará que tu PC sea más rápido. Haz clic aquí.,1,spam
"Hoy el clima está despejado en Madrid, con temperaturas de 22 grados.",0,ham
El presidente anunció nuevas medidas para apoyar a los agricultores.,0,ham
¿Te gustaría aprender a cocinar paella tradicional? Aquí tienes la receta.,0,ham
La librería local está organizando una charla sobre poesía contemporánea.,0,ham
Mi abuela horneó una tarta de manzana y la compartió con la familia.,0,ham
Se lanzó un nuevo estudio sobre los efectos del ejercicio en la salud mental.,0,ham
El concierto de rock en el parque será este sábado a las 20:00 horas.,0,ham
¿Cuál es tu canción favorita de los años 90? ¡Cuéntanos!,0,ham
Los niños del barrio están preparando un espectáculo de talentos para el verano.,0,ham
¿Has visto el nuevo documental sobre la historia del arte?,0,ham
Quiero reservar una habitación en el hotel del centro para el fin de semana.,0,ham
El restaurante italiano que descubrí tiene la mejor pasta carbonara que he probado.,0,ham
La biblioteca municipal ofrecerá una jornada de cuentacuentos para niños el próximo viernes.,0,ham
¡Oferta exclusiva! Compra ahora y lleva un 50% de descuento.¡¡Es tiempo de actuar!! 🚨🔥,1,spam
Invierte $1000 ahora y en un mes tendrás $15000. ¡Todo gratis! Envía tu info a [enlace],1,spam
Estamos de la policía y prohibimos el fraude. Haz clic aquí para ver tus datos: [enlace malicioso]. No hay costo.,1,spam
Oportunidades de negocio internacional... Pero solo para seleccionados. Envía tu CV a [correo].,1,spam
Descarga nuestro app gratis y obtén bonos exclusivos. ¡Haz click aquí! [enlace peligroso],1,spam
"Vende tu celular viejo por $200. ¡Solo llamado! No estés listo, no tienes estos ofertas.",1,spam
Contento con este video para adultos. Suscríbete y está disponible 24/7.,1,spam
¡NOW es la mejor época para ganar! 🎉🎉🎉 ¡Gana $1M al día! 🙀💰🙀,1,spam
Oferta de celular gratis en 24h. Solo llama al 000-1234-5678. ¡Noatendemos correos!,1,spam
¡Urgentemente! Necesitas pagar $5000 para evitar arrestos. ¡Despues del 5 de Oct!,1,spam
Participa en esta encuesta y recibirás $500. Solo 24h disponibles. [enlace],1,spam
¡Felicidades! Has ganado un premio misterioso. Responde a este mensaje con tu cuenta y dirección.,1,spam
¿Buscas empleo urgente? ¡Ofrecemos trabajos por $5/hora! Solo responde este correo.,1,spam
Tu banco ha detectado actividad sospechosa. ¡Haz clic aquí para verificar tu cuenta segura!,1,spam
Oferta de vacaciones a $50 al día. ¡Solo 3 plazas disponibles! Envíe sus preferencias.,1,spam
¿Quieres crecer rápido? Únete a nuestro grupo de inversionistas. ¡Te enviamos detalles!,1,spam
¡Alerta! Tu computadora está infectada con malware. Descarga este programa para eliminarlo.,1,spam
Invitación a la feria comunitaria esta semana. Trae comida para compartir.,0,ham
Recordatorio: Clase de arte digital mañana a las 3 PM. Lugar: Aula 2B.,0,ham
¿Recomiendas un buen café en Barcelona? Tengo una appointment este viernes.,0,ham
¡Limpieza gratuita de calles este sábado! Reúnete al Parque metropolitano a las 9 AM.,0,ham
Feliz aniversario de amor. ¡Que este día esté lleno de detalles especiales!,0,ham
"Hoy a las 5 PM, taller de cocina tradicional en la biblioteca. Gratis para residentes.",0,ham
¿Alguien conoce un peluquero que haga cortes modernos? Necesito una cita urgente.,0,ham
El transporte público tiene nueva ruta 55.isée desde las 7 AM.,0,ham
Me encanta el café de la mañana.,0,ham
¿Has visto la última película de aventuras?,0,ham
Necesito comprar unas lentejas para la cena.,0,ham
Hoy hice una corrida de 5 km.,0,ham
Mi gato se durmió en el sofá.,0,ham
La biblioteca abre a las nueve.,0,ham
¿Cuál es tu canción favorita?,0,ham
Voy a visitar el museo de arte mañana.,0,ham
¿Tienes planes para el fin de semana?,0,ham
El clima está fresco hoy.,0,ham
Recién publiqué un artículo sobre educación.,0,ham
Me gustó el concierto de jazz anoche.,0,ham
¿Podrías recomendarme un buen libro?,0,ham
"¡COMPRA YA! OFERTA LIMITADA, GANA DINERO RÁPIDO",1,spam
ÚNETE A NUESTRO ESQUEMA PIRAMIDAL Y SERÁS RICO DÍAS,1,spam
"HAGA CLIC AQUÍ PARA RECIBIR PREMIOS EXCLUSIVOS, SOLO POR TIEMPO LIMITADO",1,spam
RESERVA TU VACACIÓN EN PLAYAS DE CANGRÚ Y AHORRA UN 50%,1,spam
DESCARGA ESTE PROGRAMA ESPECIAL QUE TE HARÁ GANAR DINERO FÁCIL,1,spam
INTENTO DE SUPLENDIACIÓN: ENVÍA TUS DATOS Y GANA UNA SUSCRIPCIÓN GRATIS,1,spam
"OFERTA IRRESISTIBLE DE PRODUCTOS DE BELLEZA, COMPRA YA",1,spam
"CONTENIDO PARA ADULTOS, ACCEDE AQUÍ",1,spam
ÚNETE A NUESTRO GRUPO DE INVERSIÓN Y DUplica TU CAPITAL,1,spam
"MEDICAMENTO MILAGROSO QUE CURA TODO, COMPRA AHORA",1,spam
DESCARGA EL ARCHIVO ADJUNTO PARA ACTUALIZAR TU SOFTWARE,1,spam
"ENVIEN TU PIN, GANES UN PREMIO EXTRA",1,spam
"¡Oferta especial del 80% de descuento en tus compras electrónicas! Solo por tiempo limitado, visita nuestra página web ahora mismo.",1,spam
Descubre los mejores trucos para ganar dinero rápido con فقط 10 minutos al día.,1,spam
Promoción exclusiva: compra un smartphone y obtén una suscripción de 6 meses gratis a nuestra plataforma de streaming.,1,spam
¡Hazte rico con este método infalible! Inversión garantizada sin riesgos.,1,spam
"¡Venta flash! 1000 paquetes de dieta milagrosa a precio de ganga, solo para los primeros 100 compradores.",1,spam
¿Quieres mejorar tu matrimonio? Consulta ahora y recibe consejos exclusivos de expertos.,1,spam
Oferta limitada: compra una suscripción anual y obtén 2 meses gratis. Haz clic aquí para aprovechar.,1,spam
"Obtén acceso inmediato a contenido premium sin registro, solo ingresa tu correo y recibe descargas ilimitadas.",1,spam
"Hoy 70% de descuento en todo el sitio, sin necesidad de código promocional. ¡Aprovecha antes de que termine!",1,spam
¡Llega la nueva criptomoneda que te hará millonario en 24 horas! Invierte ahora y asegura tu futuro.,1,spam
Descubre el secreto de la longevidad con esta técnica milenaria que los expertos no quieren que sepas.,1,spam
Alerta de seguridad: tu cuenta está comprometida. Verifica tu identidad inmediatamente mediante el enlace.,1,spam
¡Sorpresa! Paquete completo de software de piratería a precio promocional. Haz clic aquí para descargar.,1,spam
¿Te preocupa el aumento del precio de la gasolina? Descubre la solución definitiva con este nuevo dispositivo.,1,spam
Te invitamos a participar en nuestro concurso para ganar un viaje a Europa sin costo alguno.,0,ham
Queremos agradecer a nuestros clientes más leales con una breve encuesta de satisfacción y un descuento en su próxima compra.,0,ham
"Hoy en día, la biblioteca del club vecinal ofrece talleres gratuitos de lectura para niños y adultos.",0,ham
Me gustaría compartir mi receta favorita de paella tradicional para que la pruebes en casa.,0,ham
Estamos abogados de la empresa XYZ y comunicamos la apertura de una nueva oficina en Madrid el próximo mes.,0,ham
"Hola a todos, les recordamos que mañana hay una reunión importante a las 10:00 en la sala principal.",0,ham
¡Hoy es el día! Últimos días de la vinoteca de cartas para presentaciones corporativas.,0,ham
Queremos lanzar una campaña de voluntariado para recoger basura en el parque central el sábado.,0,ham
Donde los equipos de fútbol se encuentran para jugar los partidos amistosos este fin de semana.,0,ham
¿Quieres ver una película? Estamos ofreciendo entradas gratuitas para el estreno en la plataforma digital.,0,ham
"Recordatorio: la fecha límite para enviar sus documentos está próxima, no pierdas la oportunidad.",0,ham
¡Oferta exclusiva: ¡Gana un iPhone gratis! Haz clic aquí → http://spamlink.com,1,spam
"Estimado cliente, su pedido ha sido confirmado. Detalles en el email adjunto.",0,ham
¡Tu cuenta está bloqueada! Ingresa este código: 123456789 para recuperar acceso.,1,spam
"¿Sabes qué 모른다, el chocolate negro es delicioso? 😋",0,ham
"¡Reclama tu premio: Envía $50 y gana $1,000.000 en 24 horas!",1,spam
Hoy hace muchísimo frío. ¿Listo para una taza de chocolate caliente?,0,ham
¡Acusan a un amigo por razones falsas! Tráeme tu Maltese compartiendo este post.,1,spam
Receta de sushi casero: 3 ingredientes y en 20 minutos. ¡ Perfecto para el fin de semana!,0,ham
¡Descarga ahora nuestra app y obtén 50% OFF! Promoción limitada.,0,ham
Soy hacker y tengo acceso a tus datos. Paga $200 o elas serán expuestas.,1,spam
"¿Necesitas recomendaciones de películas? Hoy vi *Spirited Away*, era genial.",0,ham
¡Atención! Actualización de seguridad para tu antivirus. Haz clic en el enlace.,1,spam
Tú y tu novio deberían ver *Interstellar* essa semana. Es épico.,0,ham
¿Usted realmente necesita este préstamo urgente? Transferencias fraudulentas detectadas.,1,spam
¡Celebra tu cumpleaños! Envíame $50 y te envío un pastel virtual.,1,spam
Caila Minga está申请了一份 trabajo en Madrid. ¡Anímala y difunde la noticia!,0,ham
¡Ofrecemos seguros baratos con cobertura total! No hay trámites.,0,ham
Alerta: Tu banco ha detectado actividad sospechosa. Verifica tu cuenta ahora.,1,spam
El juego en el que ganas $100 al día es real. Solo regístrate.,1,spam
¿Te gustaría que te pase la receta de mi abuela para el arroz con pollo?,0,ham
¡No te saltes la última promoción de 50% en ropa jeans!,0,ham
¡Este enlace te redirige a un sitio seguro! Usa tu tarjeta de crédito ahora.,1,spam
Quiero posicionar mi negocio en Google. ¿Desea invertir en SEO%,1,spam
Mi Peru es el mejor del país. Hoy lo probé en el mercado local. ¡Delicioso!,0,ham
¡Gana puntos al compartir este cupón! 100 puntos por amigo.,0,ham
"¡OFERTA EXCLUSIVA! Compra ahora y gana un iPhone gratis, solo envía tus datos bancarios.",1,spam
"Hola, soy el príncipe de Nigeria, necesito que me envíes 500 euros para liberar millones.",1,spam
Haz clic aquí: http://maliciouslink.com/infector.exe y gana dinero instantáneo.,1,spam
Visita nuestro sitio para ver videos XXX y disfruta de contenido adulto sin límites.,1,spam
